seed,qid,position,policy,primary_hits,post_scout_hits,final_hits,dc,scout_dc
777,119366,5194,L_GLOBAL,10,10,10,8828,317
777,119366,5194,L_NONE,10,10,10,8828,1600
777,119366,5194,A_LOCAL,10,10,10,8828,1216
777,119366,5194,A_GLOBAL,10,10,10,8828,317
777,119366,5194,A_NONE,10,10,10,8828,1600
777,119367,5195,C,10,10,10,11791,0
777,119367,5195,L_LOCAL,10,10,10,11791,1376
777,119367,5195,L_GLOBAL,10,10,10,11791,232
777,119367,5195,L_NONE,10,10,10,11791,1600
777,119367,5195,A_LOCAL,10,10,10,11791,1376
777,119367,5195,A_GLOBAL,10,10,10,11791,232
777,119367,5195,A_NONE,10,10,10,11791,1600
777,119369,5196,C,10,10,10,8942,0
777,119369,5196,L_LOCAL,10,10,10,8942,1566
777,119369,5196,L_GLOBAL,10,10,10,8942,255
777,119369,5196,L_NONE,10,10,10,8942,1600
777,119369,5196,A_LOCAL,10,10,10,8942,1566
777,119369,5196,A_GLOBAL,10,10,10,8942,255
777,119369,5196,A_NONE,10,10,10,8942,1600
777,119372,5197,C,10,10,10,12800,0
777,119372,5197,L_LOCAL,10,10,10,12800,1335
777,119372,5197,L_GLOBAL,10,10,10,12800,304
777,119372,5197,L_NONE,10,10,10,12800,1600
777,119372,5197,A_LOCAL,10,10,10,12800,1335
777,119372,5197,A_GLOBAL,10,10,10,12800,304
777,119372,5197,A_NONE,10,10,10,12800,1600
777,119373,5198,C,9,9,10,8213,0
777,119373,5198,L_LOCAL,9,9,10,8213,1432
777,119373,5198,L_GLOBAL,9,9,10,8213,318
777,119373,5198,L_NONE,9,10,10,8213,1600
777,119373,5198,A_LOCAL,9,9,10,8213,1432
777,119373,5198,A_GLOBAL,9,9,10,8213,318
777,119373,5198,A_NONE,9,9,10,8213,1600
777,119376,5199,C,10,10,10,12005,0
777,119376,5199,L_LOCAL,10,10,10,12005,1291
777,119376,5199,L_GLOBAL,10,10,10,12005,277
777,119376,5199,L_NONE,10,10,10,12005,1600
777,119376,5199,A_LOCAL,10,10,10,12005,1291
777,119376,5199,A_GLOBAL,10,10,10,12005,277
777,119376,5199,A_NONE,10,10,10,12005,1600
777,119386,5200,C,10,10,10,9335,0
777,119386,5200,L_LOCAL,10,10,10,9335,1406
777,119386,5200,L_GLOBAL,10,10,10,9335,297
777,119386,5200,L_NONE,10,10,10,9335,1600
777,119386,5200,A_LOCAL,10,10,10,9335,1406
777,119386,5200,A_GLOBAL,10,10,10,9335,297
777,119386,5200,A_NONE,10,10,10,9335,1600
777,119391,5201,C,10,10,10,12800,0
777,119391,5201,L_LOCAL,10,10,10,12800,1498
777,119391,5201,L_GLOBAL,10,10,10,12800,231
777,119391,5201,L_NONE,10,10,10,12800,1600
777,119391,5201,A_LOCAL,10,10,10,12800,1498
777,119391,5201,A_GLOBAL,10,10,10,12800,231
777,119391,5201,A_NONE,10,10,10,12800,1600
777,119399,5202,C,10,10,10,12800,0
777,119399,5202,L_LOCAL,10,10,10,12800,1304
777,119399,5202,L_GLOBAL,10,10,10,12800,221
777,119399,5202,L_NONE,10,10,10,12800,1600
777,119399,5202,A_LOCAL,10,10,10,12800,1304
777,119399,5202,A_GLOBAL,10,10,10,12800,221
777,119399,5202,A_NONE,10,10,10,12800,1600
777,119400,5203,C,9,9,9,12800,0
777,119400,5203,L_LOCAL,9,9,9,12800,1265
777,119400,5203,L_GLOBAL,9,9,9,12800,292
777,119400,5203,L_NONE,9,9,9,12800,1600
777,119400,5203,A_LOCAL,9,9,9,12800,1265
777,119400,5203,A_GLOBAL,9,9,9,12800,292
777,119400,5203,A_NONE,9,9,9,12800,1600
777,119402,5204,C,10,10,10,9544,0
777,119402,5204,L_LOCAL,10,10,10,9544,1477
777,119402,5204,L_GLOBAL,10,10,10,9544,255
777,119402,5204,L_NONE,10,10,10,9544,1600
777,119402,5204,A_LOCAL,10,10,10,9544,1477
777,119402,5204,A_GLOBAL,10,10,10,9544,255
777,119402,5204,A_NONE,10,10,10,9544,1600
777,119403,5205,C,7,7,9,12800,0
777,119403,5205,L_LOCAL,7,7,9,12800,1504
777,119403,5205,L_GLOBAL,7,7,9,12800,257
777,119403,5205,L_NONE,7,7,9,12800,1600
777,119403,5205,A_LOCAL,7,7,9,12800,1504
777,119403,5205,A_GLOBAL,7,7,9,12800,257
777,119403,5205,A_NONE,7,7,9,12800,1600
777,119412,5206,C,10,10,10,12800,0
777,119412,5206,L_LOCAL,10,10,10,12800,1320
777,119412,5206,L_GLOBAL,10,10,10,12800,352
777,119412,5206,L_NONE,10,10,10,12800,1600
777,119412,5206,A_LOCAL,10,10,10,12800,1320
777,119412,5206,A_GLOBAL,10,10,10,12800,352
777,119412,5206,A_NONE,10,10,10,12800,1600
777,119413,5207,C,9,9,9,12800,0
777,119413,5207,L_LOCAL,9,9,9,12800,1274
777,119413,5207,L_GLOBAL,9,9,9,12800,341
777,119413,5207,L_NONE,9,9,9,12800,1600
777,119413,5207,A_LOCAL,9,9,9,12800,1274
777,119413,5207,A_GLOBAL,9,9,9,12800,341
777,119413,5207,A_NONE,9,9,9,12800,1600
777,119419,5208,C,10,10,10,11495,0
777,119419,5208,L_LOCAL,10,10,10,11495,1306
777,119419,5208,L_GLOBAL,10,10,10,11495,281
777,119419,5208,L_NONE,10,10,10,11495,1600
777,119419,5208,A_LOCAL,10,10,10,11495,1306
777,119419,5208,A_GLOBAL,10,10,10,11495,281
777,119419,5208,A_NONE,10,10,10,11495,1600
777,119424,5209,C,10,10,10,12800,0
777,119424,5209,L_LOCAL,10,10,10,12800,1225
777,119424,5209,L_GLOBAL,10,10,10,12800,324
777,119424,5209,L_NONE,10,10,10,12800,1600
777,119424,5209,A_LOCAL,10,10,10,12800,1225
777,119424,5209,A_GLOBAL,10,10,10,12800,324
777,119424,5209,A_NONE,10,10,10,12800,1600
777,119425,5210,C,10,10,10,12800,0
777,119425,5210,L_LOCAL,10,10,10,12800,1600
777,119425,5210,L_GLOBAL,10,10,10,12800,287
777,119425,5210,L_NONE,10,10,10,12800,1600
777,119425,5210,A_LOCAL,10,10,10,12800,1600
777,119425,5210,A_GLOBAL,10,10,10,12800,287
777,119425,5210,A_NONE,10,10,10,12800,1600
777,119426,5211,C,10,10,10,9937,0
777,119426,5211,L_LOCAL,10,10,10,9937,1525
777,119426,5211,L_GLOBAL,10,10,10,9937,269
777,119426,5211,L_NONE,10,10,10,9937,1600
777,119426,5211,A_LOCAL,10,10,10,9937,1525
777,119426,5211,A_GLOBAL,10,10,10,9937,269
777,119426,5211,A_NONE,10,10,10,9937,1600
777,119429,5212,C,10,10,10,12800,0
777,119429,5212,L_LOCAL,10,10,10,12800,1445
777,119429,5212,L_GLOBAL,10,10,10,12800,252
777,119429,5212,L_NONE,10,10,10,12800,1600
777,119429,5212,A_LOCAL,10,10,10,12800,1445
777,119429,5212,A_GLOBAL,10,10,10,12800,252
777,119429,5212,A_NONE,10,10,10,12800,1600
777,119430,5213,C,10,10,10,8253,0
777,119430,5213,L_LOCAL,10,10,10,8253,1288
777,119430,5213,L_GLOBAL,10,10,10,8253,279
777,119430,5213,L_NONE,10,10,10,8253,1600
777,119430,5213,A_LOCAL,10,10,10,8253,1288
777,119430,5213,A_GLOBAL,10,10,10,8253,279
777,119430,5213,A_NONE,10,10,10,8253,1600
777,119438,5214,C,10,10,10,9658,0
777,119438,5214,L_LOCAL,10,10,10,9658,1420
777,119438,5214,L_GLOBAL,10,10,10,9658,181
777,119438,5214,L_NONE,10,10,10,9658,1600
777,119438,5214,A_LOCAL,10,10,10,9658,1420
777,119438,5214,A_GLOBAL,10,10,10,9658,181
777,119438,5214,A_NONE,10,10,10,9658,1600
777,119443,5215,C,10,10,10,9065,0
777,119443,5215,L_LOCAL,10,10,10,9065,1453
777,119443,5215,L_GLOBAL,10,10,10,9065,251
777,119443,5215,L_NONE,10,10,10,9065,1600
777,119443,5215,A_LOCAL,10,10,10,9065,1453
777,119443,5215,A_GLOBAL,10,10,10,9065,251
777,119443,5215,A_NONE,10,10,10,9065,1600
777,119452,5216,C,10,10,10,12800,0
777,119452,5216,L_LOCAL,10,10,10,12800,1289
777,119452,5216,L_GLOBAL,10,10,10,12800,236
777,119452,5216,L_NONE,10,10,10,12800,1600
777,119452,5216,A_LOCAL,10,10,10,12800,1289
777,119452,5216,A_GLOBAL,10,10,10,12800,236
777,119452,5216,A_NONE,10,10,10,12800,1600
777,119454,5217,C,6,6,10,12800,0
777,119454,5217,L_LOCAL,6,9,10,12800,1537
777,119454,5217,L_GLOBAL,6,6,10,12800,326
777,119454,5217,L_NONE,6,9,10,12800,1600
777,119454,5217,A_LOCAL,6,9,10,12800,1537
777,119454,5217,A_GLOBAL,6,6,10,12800,326
777,119454,5217,A_NONE,6,9,10,12800,1600
777,119457,5218,C,9,9,10,12800,0
777,119457,5218,L_LOCAL,9,9,10,12800,1414
777,119457,5218,L_GLOBAL,9,9,10,12800,335
777,119457,5218,L_NONE,9,10,10,12800,1600
777,119457,5218,A_LOCAL,9,9,10,12800,1414
777,119457,5218,A_GLOBAL,9,9,10,12800,335
777,119457,5218,A_NONE,9,9,10,12800,1600
777,119461,5219,C,10,10,10,12800,0
777,119461,5219,L_LOCAL,10,10,10,12800,1339
777,119461,5219,L_GLOBAL,10,10,10,12800,239
777,119461,5219,L_NONE,10,10,10,12800,1600
777,119461,5219,A_LOCAL,10,10,10,12800,1339
777,119461,5219,A_GLOBAL,10,10,10,12800,239
777,119461,5219,A_NONE,10,10,10,12800,1600
777,119466,5220,C,10,10,10,8726,0
777,119466,5220,L_LOCAL,10,10,10,8726,1218
777,119466,5220,L_GLOBAL,10,10,10,8726,256
777,119466,5220,L_NONE,10,10,10,8726,1600
777,119466,5220,A_LOCAL,10,10,10,8726,1218
777,119466,5220,A_GLOBAL,10,10,10,8726,256
777,119466,5220,A_NONE,10,10,10,8726,1600
777,119468,5221,C,10,10,10,8934,0
777,119468,5221,L_LOCAL,10,10,10,8934,1259
777,119468,5221,L_GLOBAL,10,10,10,8934,339
777,119468,5221,L_NONE,10,10,10,8934,1600
777,119468,5221,A_LOCAL,10,10,10,8934,1259
777,119468,5221,A_GLOBAL,10,10,10,8934,339
777,119468,5221,A_NONE,10,10,10,8934,1600
777,119477,5222,C,10,10,10,12800,0
777,119477,5222,L_LOCAL,10,10,10,12800,1140
777,119477,5222,L_GLOBAL,10,10,10,12800,262
777,119477,5222,L_NONE,10,10,10,12800,1600
777,119477,5222,A_LOCAL,10,10,10,12800,1140
777,119477,5222,A_GLOBAL,10,10,10,12800,262
777,119477,5222,A_NONE,10,10,10,12800,1600
777,119478,5223,C,10,10,10,12800,0
777,119478,5223,L_LOCAL,10,10,10,12800,1251
777,119478,5223,L_GLOBAL,10,10,10,12800,353
777,119478,5223,L_NONE,10,10,10,12800,1600
777,119478,5223,A_LOCAL,10,10,10,12800,1251
777,119478,5223,A_GLOBAL,10,10,10,12800,353
777,119478,5223,A_NONE,10,10,10,12800,1600
777,119479,5224,C,10,10,10,12800,0
777,119479,5224,L_LOCAL,10,10,10,12800,835
777,119479,5224,L_GLOBAL,10,10,10,12800,237
777,119479,5224,L_NONE,10,10,10,12800,1600
777,119479,5224,A_LOCAL,10,10,10,12800,835
777,119479,5224,A_GLOBAL,10,10,10,12800,237
777,119479,5224,A_NONE,10,10,10,12800,1600
777,119485,5225,C,10,10,10,10793,0
777,119485,5225,L_LOCAL,10,10,10,10793,1282
777,119485,5225,L_GLOBAL,10,10,10,10793,258
777,119485,5225,L_NONE,10,10,10,10793,1600
777,119485,5225,A_LOCAL,10,10,10,10793,1282
777,119485,5225,A_GLOBAL,10,10,10,10793,258
777,119485,5225,A_NONE,10,10,10,10793,1600
777,119490,5226,C,10,10,10,12800,0
777,119490,5226,L_LOCAL,10,10,10,12800,1343
777,119490,5226,L_GLOBAL,10,10,10,12800,210
777,119490,5226,L_NONE,10,10,10,12800,1600
777,119490,5226,A_LOCAL,10,10,10,12800,1343
777,119490,5226,A_GLOBAL,10,10,10,12800,210
777,119490,5226,A_NONE,10,10,10,12800,1600
777,119492,5227,C,10,10,10,8530,0
777,119492,5227,L_LOCAL,10,10,10,8530,1460
777,119492,5227,L_GLOBAL,10,10,10,8530,315
777,119492,5227,L_NONE,10,10,10,8530,1600
777,119492,5227,A_LOCAL,10,10,10,8530,1460
777,119492,5227,A_GLOBAL,10,10,10,8530,315
777,119492,5227,A_NONE,10,10,10,8530,1600
777,119494,5228,C,10,10,10,10073,0
777,119494,5228,L_LOCAL,10,10,10,10073,1577
777,119494,5228,L_GLOBAL,10,10,10,10073,262
777,119494,5228,L_NONE,10,10,10,10073,1600
777,119494,5228,A_LOCAL,10,10,10,10073,1577
777,119494,5228,A_GLOBAL,10,10,10,10073,262
777,119494,5228,A_NONE,10,10,10,10073,1600
777,119497,5229,C,8,8,10,12800,0
777,119497,5229,L_LOCAL,8,9,10,12800,1509
777,119497,5229,L_GLOBAL,8,8,10,12800,217
777,119497,5229,L_NONE,8,9,10,12800,1600
777,119497,5229,A_LOCAL,8,9,10,12800,1509
777,119497,5229,A_GLOBAL,8,8,10,12800,217
777,119497,5229,A_NONE,8,9,10,12800,1600
777,119499,5230,C,10,10,10,11892,0
777,119499,5230,L_LOCAL,10,10,10,11892,1411
777,119499,5230,L_GLOBAL,10,10,10,11892,287
777,119499,5230,L_NONE,10,10,10,11892,1600
777,119499,5230,A_LOCAL,10,10,10,11892,1411
777,119499,5230,A_GLOBAL,10,10,10,11892,287
777,119499,5230,A_NONE,10,10,10,11892,1600
777,119502,5231,C,10,10,10,8891,0
777,119502,5231,L_LOCAL,10,10,10,8891,1550
777,119502,5231,L_GLOBAL,10,10,10,8891,213
777,119502,5231,L_NONE,10,10,10,8891,1600
777,119502,5231,A_LOCAL,10,10,10,8891,1550
777,119502,5231,A_GLOBAL,10,10,10,8891,213
777,119502,5231,A_NONE,10,10,10,8891,1600
777,119505,5232,C,10,10,10,8970,0
777,119505,5232,L_LOCAL,10,10,10,8970,1381
777,119505,5232,L_GLOBAL,10,10,10,8970,353
777,119505,5232,L_NONE,10,10,10,8970,1600
777,119505,5232,A_LOCAL,10,10,10,8970,1381
777,119505,5232,A_GLOBAL,10,10,10,8970,353
777,119505,5232,A_NONE,10,10,10,8970,1600
777,119507,5233,C,10,10,10,10613,0
777,119507,5233,L_LOCAL,10,10,10,10613,1535
777,119507,5233,L_GLOBAL,10,10,10,10613,360
777,119507,5233,L_NONE,10,10,10,10613,1600
777,119507,5233,A_LOCAL,10,10,10,10613,1535
777,119507,5233,A_GLOBAL,10,10,10,10613,360
777,119507,5233,A_NONE,10,10,10,10613,1600
777,119513,5234,C,10,10,10,8008,0
777,119513,5234,L_LOCAL,10,10,10,8008,1459
777,119513,5234,L_GLOBAL,10,10,10,8008,277
777,119513,5234,L_NONE,10,10,10,8008,1600
777,119513,5234,A_LOCAL,10,10,10,8008,1459
777,119513,5234,A_GLOBAL,10,10,10,8008,277
777,119513,5234,A_NONE,10,10,10,8008,1600
777,119514,5235,C,9,9,10,12800,0
777,119514,5235,L_LOCAL,9,9,10,12800,1497
777,119514,5235,L_GLOBAL,9,9,10,12800,277
777,119514,5235,L_NONE,9,9,10,12800,1600
777,119514,5235,A_LOCAL,9,9,10,12800,1497
777,119514,5235,A_GLOBAL,9,9,10,12800,277
777,119514,5235,A_NONE,9,9,10,12800,1600
777,119516,5236,C,10,10,10,8213,0
777,119516,5236,L_LOCAL,10,10,10,8213,1436
777,119516,5236,L_GLOBAL,10,10,10,8213,230
777,119516,5236,L_NONE,10,10,10,8213,1600
777,119516,5236,A_LOCAL,10,10,10,8213,1436
777,119516,5236,A_GLOBAL,10,10,10,8213,230
777,119516,5236,A_NONE,10,10,10,8213,1600
777,119522,5237,C,10,10,10,10356,0
777,119522,5237,L_LOCAL,10,10,10,10356,1522
777,119522,5237,L_GLOBAL,10,10,10,10356,247
777,119522,5237,L_NONE,10,10,10,10356,1600
777,119522,5237,A_LOCAL,10,10,10,10356,1522
777,119522,5237,A_GLOBAL,10,10,10,10356,247
777,119522,5237,A_NONE,10,10,10,10356,1600
777,119535,5238,C,10,10,10,12800,0
777,119535,5238,L_LOCAL,10,10,10,12800,1394
777,119535,5238,L_GLOBAL,10,10,10,12800,259
777,119535,5238,L_NONE,10,10,10,12800,1600
777,119535,5238,A_LOCAL,10,10,10,12800,1394
777,119535,5238,A_GLOBAL,10,10,10,12800,259
777,119535,5238,A_NONE,10,10,10,12800,1600
777,119546,5239,C,10,10,10,12800,0
777,119546,5239,L_LOCAL,10,10,10,12800,1375
777,119546,5239,L_GLOBAL,10,10,10,12800,274
777,119546,5239,L_NONE,10,10,10,12800,1600
777,119546,5239,A_LOCAL,10,10,10,12800,1375
777,119546,5239,A_GLOBAL,10,10,10,12800,274
777,119546,5239,A_NONE,10,10,10,12800,1600
777,119550,5240,C,10,10,10,12753,0
777,119550,5240,L_LOCAL,10,10,10,12753,1043
777,119550,5240,L_GLOBAL,10,10,10,12753,239
777,119550,5240,L_NONE,10,10,10,12753,1600
777,119550,5240,A_LOCAL,10,10,10,12753,1043
777,119550,5240,A_GLOBAL,10,10,10,12753,239
777,119550,5240,A_NONE,10,10,10,12753,1600
777,119552,5241,C,9,9,10,12800,0
777,119552,5241,L_LOCAL,9,9,10,12800,1233
777,119552,5241,L_GLOBAL,9,9,10,12800,225
777,119552,5241,L_NONE,9,9,10,12800,1600
777,119552,5241,A_LOCAL,9,9,10,12800,1233
777,119552,5241,A_GLOBAL,9,9,10,12800,225
777,119552,5241,A_NONE,9,9,10,12800,1600
777,119556,5242,C,10,10,10,12800,0
777,119556,5242,L_LOCAL,10,10,10,12800,1306
777,119556,5242,L_GLOBAL,10,10,10,12800,328
777,119556,5242,L_NONE,10,10,10,12800,1600
777,119556,5242,A_LOCAL,10,10,10,12800,1306
777,119556,5242,A_GLOBAL,10,10,10,12800,328
777,119556,5242,A_NONE,10,10,10,12800,1600
777,119563,5243,C,10,10,10,12800,0
777,119563,5243,L_LOCAL,10,10,10,12800,940
777,119563,5243,L_GLOBAL,10,10,10,12800,231
777,119563,5243,L_NONE,10,10,10,12800,1600
777,119563,5243,A_LOCAL,10,10,10,12800,940
777,119563,5243,A_GLOBAL,10,10,10,12800,231
777,119563,5243,A_NONE,10,10,10,12800,1600
777,119568,5244,C,9,9,9,12800,0
777,119568,5244,L_LOCAL,9,9,9,12800,1280
777,119568,5244,L_GLOBAL,9,9,9,12800,384
777,119568,5244,L_NONE,9,9,9,12800,1600
777,119568,5244,A_LOCAL,9,9,9,12800,1280
777,119568,5244,A_GLOBAL,9,9,9,12800,384
777,119568,5244,A_NONE,9,9,9,12800,1600
777,119569,5245,C,10,10,10,12800,0
777,119569,5245,L_LOCAL,10,10,10,12800,1369
777,119569,5245,L_GLOBAL,10,10,10,12800,277
777,119569,5245,L_NONE,10,10,10,12800,1600
777,119569,5245,A_LOCAL,10,10,10,12800,1369
777,119569,5245,A_GLOBAL,10,10,10,12800,277
777,119569,5245,A_NONE,10,10,10,12800,1600
777,119581,5246,C,10,10,10,7611,0
777,119581,5246,L_LOCAL,10,10,10,7611,1334
777,119581,5246,L_GLOBAL,10,10,10,7611,294
777,119581,5246,L_NONE,10,10,10,7611,1600
777,119581,5246,A_LOCAL,10,10,10,7611,1334
777,119581,5246,A_GLOBAL,10,10,10,7611,294
777,119581,5246,A_NONE,10,10,10,7611,1600
777,119584,5247,C,10,10,10,12800,0
777,119584,5247,L_LOCAL,10,10,10,12800,1345
777,119584,5247,L_GLOBAL,10,10,10,12800,235
777,119584,5247,L_NONE,10,10,10,12800,1600
777,119584,5247,A_LOCAL,10,10,10,12800,1345
777,119584,5247,A_GLOBAL,10,10,10,12800,235
777,119584,5247,A_NONE,10,10,10,12800,1600
777,119585,5248,C,10,10,10,12800,0
777,119585,5248,L_LOCAL,10,10,10,12800,1444
777,119585,5248,L_GLOBAL,10,10,10,12800,204
777,119585,5248,L_NONE,10,10,10,12800,1600
777,119585,5248,A_LOCAL,10,10,10,12800,1444
777,119585,5248,A_GLOBAL,10,10,10,12800,204
777,119585,5248,A_NONE,10,10,10,12800,1600
777,119588,5249,C,10,10,10,8717,0
777,119588,5249,L_LOCAL,10,10,10,8717,1476
777,119588,5249,L_GLOBAL,10,10,10,8717,261
777,119588,5249,L_NONE,10,10,10,8717,1600
777,119588,5249,A_LOCAL,10,10,10,8717,1476
777,119588,5249,A_GLOBAL,10,10,10,8717,261
777,119588,5249,A_NONE,10,10,10,8717,1600
777,119589,5250,C,10,10,10,12800,0
777,119589,5250,L_LOCAL,10,10,10,12800,1036
777,119589,5250,L_GLOBAL,10,10,10,12800,255
777,119589,5250,L_NONE,10,10,10,12800,1600
777,119589,5250,A_LOCAL,10,10,10,12800,1036
777,119589,5250,A_GLOBAL,10,10,10,12800,255
777,119589,5250,A_NONE,10,10,10,12800,1600
777,119593,5251,C,10,10,10,7971,0
777,119593,5251,L_LOCAL,10,10,10,7971,1474
777,119593,5251,L_GLOBAL,10,10,10,7971,354
777,119593,5251,L_NONE,10,10,10,7971,1600
777,119593,5251,A_LOCAL,10,10,10,7971,1474
777,119593,5251,A_GLOBAL,10,10,10,7971,354
777,119593,5251,A_NONE,10,10,10,7971,1600
777,119605,5252,C,9,9,10,12800,0
777,119605,5252,L_LOCAL,9,9,10,12800,1303
777,119605,5252,L_GLOBAL,9,9,10,12800,259
777,119605,5252,L_NONE,9,9,10,12800,1600
777,119605,5252,A_LOCAL,9,9,10,12800,1303
777,119605,5252,A_GLOBAL,9,9,10,12800,259
777,119605,5252,A_NONE,9,9,10,12800,1600
777,119608,5253,C,10,10,10,12800,0
777,119608,5253,L_LOCAL,10,10,10,12800,1267
777,119608,5253,L_GLOBAL,10,10,10,12800,234
777,119608,5253,L_NONE,10,10,10,12800,1600
777,119608,5253,A_LOCAL,10,10,10,12800,1267
777,119608,5253,A_GLOBAL,10,10,10,12800,234
777,119608,5253,A_NONE,10,10,10,12800,1600
777,119619,5254,C,10,10,10,11760,0
777,119619,5254,L_LOCAL,10,10,10,11760,1453
777,119619,5254,L_GLOBAL,10,10,10,11760,255
777,119619,5254,L_NONE,10,10,10,11760,1600
777,119619,5254,A_LOCAL,10,10,10,11760,1453
777,119619,5254,A_GLOBAL,10,10,10,11760,255
777,119619,5254,A_NONE,10,10,10,11760,1600
777,119620,5255,C,10,10,10,12800,0
777,119620,5255,L_LOCAL,10,10,10,12800,1366
777,119620,5255,L_GLOBAL,10,10,10,12800,276
777,119620,5255,L_NONE,10,10,10,12800,1529
777,119620,5255,A_LOCAL,10,10,10,12800,1366
777,119620,5255,A_GLOBAL,10,10,10,12800,276
777,119620,5255,A_NONE,10,10,10,12800,1600
777,119622,5256,C,10,10,10,12800,0
777,119622,5256,L_LOCAL,10,10,10,12800,1301
777,119622,5256,L_GLOBAL,10,10,10,12800,180
777,119622,5256,L_NONE,10,10,10,12800,1600
777,119622,5256,A_LOCAL,10,10,10,12800,1301
777,119622,5256,A_GLOBAL,10,10,10,12800,180
777,119622,5256,A_NONE,10,10,10,12800,1600
777,119625,5257,C,10,10,10,8379,0
777,119625,5257,L_LOCAL,10,10,10,8379,1418
777,119625,5257,L_GLOBAL,10,10,10,8379,220
777,119625,5257,L_NONE,10,10,10,8379,1600
777,119625,5257,A_LOCAL,10,10,10,8379,1418
777,119625,5257,A_GLOBAL,10,10,10,8379,220
777,119625,5257,A_NONE,10,10,10,8379,1600
777,119629,5258,C,10,10,10,10899,0
777,119629,5258,L_LOCAL,10,10,10,10899,1544
777,119629,5258,L_GLOBAL,10,10,10,10899,335
777,119629,5258,L_NONE,10,10,10,10899,1600
777,119629,5258,A_LOCAL,10,10,10,10899,1544
777,119629,5258,A_GLOBAL,10,10,10,10899,335
777,119629,5258,A_NONE,10,10,10,10899,1600
777,119630,5259,C,9,9,10,12800,0
777,119630,5259,L_LOCAL,9,9,10,12800,1456
777,119630,5259,L_GLOBAL,9,9,10,12800,231
777,119630,5259,L_NONE,9,9,10,12800,1600
777,119630,5259,A_LOCAL,9,9,10,12800,1456
777,119630,5259,A_GLOBAL,9,9,10,12800,231
777,119630,5259,A_NONE,9,9,10,12800,1600
777,119631,5260,C,10,10,10,7974,0
777,119631,5260,L_LOCAL,10,10,10,7974,1502
777,119631,5260,L_GLOBAL,10,10,10,7974,350
777,119631,5260,L_NONE,10,10,10,7974,1600
777,119631,5260,A_LOCAL,10,10,10,7974,1502
777,119631,5260,A_GLOBAL,10,10,10,7974,350
777,119631,5260,A_NONE,10,10,10,7974,1600
777,119633,5261,C,10,10,10,9495,0
777,119633,5261,L_LOCAL,10,10,10,9495,1233
777,119633,5261,L_GLOBAL,10,10,10,9495,226
777,119633,5261,L_NONE,10,10,10,9495,1600
777,119633,5261,A_LOCAL,10,10,10,9495,1233
777,119633,5261,A_GLOBAL,10,10,10,9495,226
777,119633,5261,A_NONE,10,10,10,9495,1600
777,119634,5262,C,10,10,10,9278,0
777,119634,5262,L_LOCAL,10,10,10,9278,1263
777,119634,5262,L_GLOBAL,10,10,10,9278,270
777,119634,5262,L_NONE,10,10,10,9278,1600
777,119634,5262,A_LOCAL,10,10,10,9278,1263
777,119634,5262,A_GLOBAL,10,10,10,9278,270
777,119634,5262,A_NONE,10,10,10,9278,1600
777,119635,5263,C,10,10,10,10332,0
777,119635,5263,L_LOCAL,10,10,10,10332,1463
777,119635,5263,L_GLOBAL,10,10,10,10332,411
777,119635,5263,L_NONE,10,10,10,10332,1600
777,119635,5263,A_LOCAL,10,10,10,10332,1463
777,119635,5263,A_GLOBAL,10,10,10,10332,411
777,119635,5263,A_NONE,10,10,10,10332,1600
777,119637,5264,C,10,10,10,12562,0
777,119637,5264,L_LOCAL,10,10,10,12562,1427
777,119637,5264,L_GLOBAL,10,10,10,12562,301
777,119637,5264,L_NONE,10,10,10,12562,1600
777,119637,5264,A_LOCAL,10,10,10,12562,1427
777,119637,5264,A_GLOBAL,10,10,10,12562,301
777,119637,5264,A_NONE,10,10,10,12562,1600
777,119639,5265,C,10,10,10,10604,0
777,119639,5265,L_LOCAL,10,10,10,10604,1320
777,119639,5265,L_GLOBAL,10,10,10,10604,305
777,119639,5265,L_NONE,10,10,10,10604,1600
777,119639,5265,A_LOCAL,10,10,10,10604,1320
777,119639,5265,A_GLOBAL,10,10,10,10604,305
777,119639,5265,A_NONE,10,10,10,10604,1600
777,119642,5266,C,10,10,10,12800,0
777,119642,5266,L_LOCAL,10,10,10,12800,1388
777,119642,5266,L_GLOBAL,10,10,10,12800,277
777,119642,5266,L_NONE,10,10,10,12800,1600
777,119642,5266,A_LOCAL,10,10,10,12800,1388
777,119642,5266,A_GLOBAL,10,10,10,12800,277
777,119642,5266,A_NONE,10,10,10,12800,1600
777,119643,5267,C,10,10,10,7539,0
777,119643,5267,L_LOCAL,10,10,10,7539,1271
777,119643,5267,L_GLOBAL,10,10,10,7539,273
777,119643,5267,L_NONE,10,10,10,7539,1600
777,119643,5267,A_LOCAL,10,10,10,7539,1271
777,119643,5267,A_GLOBAL,10,10,10,7539,273
777,119643,5267,A_NONE,10,10,10,7539,1600
777,119645,5268,C,10,10,10,12800,0
777,119645,5268,L_LOCAL,10,10,10,12800,1483
777,119645,5268,L_GLOBAL,10,10,10,12800,263
777,119645,5268,L_NONE,10,10,10,12800,1600
777,119645,5268,A_LOCAL,10,10,10,12800,1483
777,119645,5268,A_GLOBAL,10,10,10,12800,263
777,119645,5268,A_NONE,10,10,10,12800,1600
777,119646,5269,C,10,10,10,12800,0
777,119646,5269,L_LOCAL,10,10,10,12800,1478
777,119646,5269,L_GLOBAL,10,10,10,12800,245
777,119646,5269,L_NONE,10,10,10,12800,1600
777,119646,5269,A_LOCAL,10,10,10,12800,1478
