seed,qid,position,policy,primary_hits,post_scout_hits,final_hits,dc,scout_dc
42,100246,78,L_NONE,10,10,10,12800,1600
42,100246,78,A_LOCAL,10,10,10,12800,1436
42,100246,78,A_GLOBAL,10,10,10,12800,275
42,100246,78,A_NONE,10,10,10,12800,1600
42,100250,79,C,10,10,10,8629,0
42,100250,79,L_LOCAL,10,10,10,8629,1600
42,100250,79,L_GLOBAL,10,10,10,8629,197
42,100250,79,L_NONE,10,10,10,8629,1600
42,100250,79,A_LOCAL,10,10,10,8629,1600
42,100250,79,A_GLOBAL,10,10,10,8629,197
42,100250,79,A_NONE,10,10,10,8629,1600
42,100255,80,C,10,10,10,12800,0
42,100255,80,L_LOCAL,10,10,10,12800,1531
42,100255,80,L_GLOBAL,10,10,10,12800,329
42,100255,80,L_NONE,10,10,10,12800,1600
42,100255,80,A_LOCAL,10,10,10,12800,1531
42,100255,80,A_GLOBAL,10,10,10,12800,329
42,100255,80,A_NONE,10,10,10,12800,1600
42,100263,81,C,10,10,10,8091,0
42,100263,81,L_LOCAL,10,10,10,8091,1277
42,100263,81,L_GLOBAL,10,10,10,8091,151
42,100263,81,L_NONE,10,10,10,8091,1600
42,100263,81,A_LOCAL,10,10,10,8091,1277
42,100263,81,A_GLOBAL,10,10,10,8091,151
42,100263,81,A_NONE,10,10,10,8091,1600
42,100266,82,C,9,9,10,10122,0
42,100266,82,L_LOCAL,9,9,10,10122,1320
42,100266,82,L_GLOBAL,9,9,10,10122,278
42,100266,82,L_NONE,9,10,10,10122,1600
42,100266,82,A_LOCAL,9,9,10,10122,1320
42,100266,82,A_GLOBAL,9,9,10,10122,278
42,100266,82,A_NONE,9,10,10,10122,1600
42,100269,83,C,10,10,10,12800,0
42,100269,83,L_LOCAL,10,10,10,12800,1459
42,100269,83,L_GLOBAL,10,10,10,12800,328
42,100269,83,L_NONE,10,10,10,12800,1600
42,100269,83,A_LOCAL,10,10,10,12800,1459
42,100269,83,A_GLOBAL,10,10,10,12800,328
42,100269,83,A_NONE,10,10,10,12800,1600
42,100271,84,C,10,10,10,12800,0
42,100271,84,L_LOCAL,10,10,10,12800,1163
42,100271,84,L_GLOBAL,10,10,10,12800,230
42,100271,84,L_NONE,10,10,10,12800,1600
42,100271,84,A_LOCAL,10,10,10,12800,1163
42,100271,84,A_GLOBAL,10,10,10,12800,230
42,100271,84,A_NONE,10,10,10,12800,1600
42,100275,85,C,10,10,10,8099,0
42,100275,85,L_LOCAL,10,10,10,8099,1563
42,100275,85,L_GLOBAL,10,10,10,8099,299
42,100275,85,L_NONE,10,10,10,8099,1600
42,100275,85,A_LOCAL,10,10,10,8099,1563
42,100275,85,A_GLOBAL,10,10,10,8099,299
42,100275,85,A_NONE,10,10,10,8099,1600
42,100280,86,C,10,10,10,9983,0
42,100280,86,L_LOCAL,10,10,10,9983,1537
42,100280,86,L_GLOBAL,10,10,10,9983,218
42,100280,86,L_NONE,10,10,10,9983,1600
42,100280,86,A_LOCAL,10,10,10,9983,1537
42,100280,86,A_GLOBAL,10,10,10,9983,218
42,100280,86,A_NONE,10,10,10,9983,1600
42,100282,87,C,10,10,10,8307,0
42,100282,87,L_LOCAL,10,10,10,8307,1309
42,100282,87,L_GLOBAL,10,10,10,8307,254
42,100282,87,L_NONE,10,10,10,8307,1600
42,100282,87,A_LOCAL,10,10,10,8307,1309
42,100282,87,A_GLOBAL,10,10,10,8307,254
42,100282,87,A_NONE,10,10,10,8307,1600
42,100286,88,C,10,10,10,9828,0
42,100286,88,L_LOCAL,10,10,10,9828,1170
42,100286,88,L_GLOBAL,10,10,10,9828,224
42,100286,88,L_NONE,10,10,10,9828,1600
42,100286,88,A_LOCAL,10,10,10,9828,1170
42,100286,88,A_GLOBAL,10,10,10,9828,224
42,100286,88,A_NONE,10,10,10,9828,1600
42,100294,89,C,9,9,9,12800,0
42,100294,89,L_LOCAL,9,9,9,12800,1351
42,100294,89,L_GLOBAL,9,9,9,12800,241
42,100294,89,L_NONE,9,9,9,12800,1600
42,100294,89,A_LOCAL,9,9,9,12800,1351
42,100294,89,A_GLOBAL,9,9,9,12800,241
42,100294,89,A_NONE,9,9,9,12800,1600
42,100295,90,C,9,9,9,9946,0
42,100295,90,L_LOCAL,9,9,9,9946,1142
42,100295,90,L_GLOBAL,9,9,9,9946,231
42,100295,90,L_NONE,9,9,9,9946,1600
42,100295,90,A_LOCAL,9,9,9,9946,1142
42,100295,90,A_GLOBAL,9,9,9,9946,231
42,100295,90,A_NONE,9,9,9,9946,1600
42,100303,91,C,10,10,10,12800,0
42,100303,91,L_LOCAL,10,10,10,12800,1532
42,100303,91,L_GLOBAL,10,10,10,12800,222
42,100303,91,L_NONE,10,10,10,12800,1600
42,100303,91,A_LOCAL,10,10,10,12800,1532
42,100303,91,A_GLOBAL,10,10,10,12800,222
42,100303,91,A_NONE,10,10,10,12800,1600
42,100304,92,C,10,10,10,12800,0
42,100304,92,L_LOCAL,10,10,10,12800,1481
42,100304,92,L_GLOBAL,10,10,10,12800,221
42,100304,92,L_NONE,10,10,10,12800,1600
42,100304,92,A_LOCAL,10,10,10,12800,1481
42,100304,92,A_GLOBAL,10,10,10,12800,221
42,100304,92,A_NONE,10,10,10,12800,1600
42,100305,93,C,10,10,10,12800,0
42,100305,93,L_LOCAL,10,10,10,12800,1557
42,100305,93,L_GLOBAL,10,10,10,12800,243
42,100305,93,L_NONE,10,10,10,12800,1600
42,100305,93,A_LOCAL,10,10,10,12800,1557
42,100305,93,A_GLOBAL,10,10,10,12800,243
42,100305,93,A_NONE,10,10,10,12800,1600
42,100312,94,C,10,10,10,9844,0
42,100312,94,L_LOCAL,10,10,10,9844,1415
42,100312,94,L_GLOBAL,10,10,10,9844,290
42,100312,94,L_NONE,10,10,10,9844,1600
42,100312,94,A_LOCAL,10,10,10,9844,1415
42,100312,94,A_GLOBAL,10,10,10,9844,290
42,100312,94,A_NONE,10,10,10,9844,1600
42,100316,95,C,10,10,10,12800,0
42,100316,95,L_LOCAL,10,10,10,12800,1455
42,100316,95,L_GLOBAL,10,10,10,12800,245
42,100316,95,L_NONE,10,10,10,12800,1600
42,100316,95,A_LOCAL,10,10,10,12800,1455
42,100316,95,A_GLOBAL,10,10,10,12800,245
42,100316,95,A_NONE,10,10,10,12800,1600
42,100317,96,C,9,9,9,12800,0
42,100317,96,L_LOCAL,9,9,9,12800,1197
42,100317,96,L_GLOBAL,9,9,9,12800,222
42,100317,96,L_NONE,9,9,9,12800,1600
42,100317,96,A_LOCAL,9,9,9,12800,1197
42,100317,96,A_GLOBAL,9,9,9,12800,222
42,100317,96,A_NONE,9,9,9,12800,1600
42,100320,97,C,10,10,10,12767,0
42,100320,97,L_LOCAL,10,10,10,12767,1372
42,100320,97,L_GLOBAL,10,10,10,12767,232
42,100320,97,L_NONE,10,10,10,12767,1600
42,100320,97,A_LOCAL,10,10,10,12767,1372
42,100320,97,A_GLOBAL,10,10,10,12767,232
42,100320,97,A_NONE,10,10,10,12767,1600
42,100324,98,C,10,10,10,11976,0
42,100324,98,L_LOCAL,10,10,10,11976,1170
42,100324,98,L_GLOBAL,10,10,10,11976,195
42,100324,98,L_NONE,10,10,10,11976,1600
42,100324,98,A_LOCAL,10,10,10,11976,1170
42,100324,98,A_GLOBAL,10,10,10,11976,195
42,100324,98,A_NONE,10,10,10,11976,1600
42,100326,99,C,10,10,10,11614,0
42,100326,99,L_LOCAL,10,10,10,11614,1343
42,100326,99,L_GLOBAL,10,10,10,11614,226
42,100326,99,L_NONE,10,10,10,11614,1600
42,100326,99,A_LOCAL,10,10,10,11614,1343
42,100326,99,A_GLOBAL,10,10,10,11614,226
42,100326,99,A_NONE,10,10,10,11614,1600
42,100327,100,C,10,10,10,10367,0
42,100327,100,L_LOCAL,10,10,10,10367,959
42,100327,100,L_GLOBAL,10,10,10,10367,234
42,100327,100,L_NONE,10,10,10,10367,1600
42,100327,100,A_LOCAL,10,10,10,10367,959
42,100327,100,A_GLOBAL,10,10,10,10367,234
42,100327,100,A_NONE,10,10,10,10367,1600
42,100333,101,C,10,10,10,7213,0
42,100333,101,L_LOCAL,10,10,10,7213,1333
42,100333,101,L_GLOBAL,10,10,10,7213,256
42,100333,101,L_NONE,10,10,10,7213,1600
42,100333,101,A_LOCAL,10,10,10,7213,1333
42,100333,101,A_GLOBAL,10,10,10,7213,256
42,100333,101,A_NONE,10,10,10,7213,1600
42,100341,102,C,10,10,10,9694,0
42,100341,102,L_LOCAL,10,10,10,9694,1521
42,100341,102,L_GLOBAL,10,10,10,9694,200
42,100341,102,L_NONE,10,10,10,9694,1600
42,100341,102,A_LOCAL,10,10,10,9694,1521
42,100341,102,A_GLOBAL,10,10,10,9694,200
42,100341,102,A_NONE,10,10,10,9694,1600
42,100345,103,C,9,9,9,12800,0
42,100345,103,L_LOCAL,9,9,9,12800,1480
42,100345,103,L_GLOBAL,9,9,9,12800,281
42,100345,103,L_NONE,9,9,9,12800,1600
42,100345,103,A_LOCAL,9,9,9,12800,1480
42,100345,103,A_GLOBAL,9,9,9,12800,281
42,100345,103,A_NONE,9,9,9,12800,1600
42,100348,104,C,10,10,10,10124,0
42,100348,104,L_LOCAL,10,10,10,10124,1438
42,100348,104,L_GLOBAL,10,10,10,10124,229
42,100348,104,L_NONE,10,10,10,10124,1600
42,100348,104,A_LOCAL,10,10,10,10124,1438
42,100348,104,A_GLOBAL,10,10,10,10124,229
42,100348,104,A_NONE,10,10,10,10124,1600
42,100352,105,C,10,10,10,8403,0
42,100352,105,L_LOCAL,10,10,10,8403,1490
42,100352,105,L_GLOBAL,10,10,10,8403,224
42,100352,105,L_NONE,10,10,10,8403,1600
42,100352,105,A_LOCAL,10,10,10,8403,1490
42,100352,105,A_GLOBAL,10,10,10,8403,224
42,100352,105,A_NONE,10,10,10,8403,1600
42,100358,106,C,10,10,10,11654,0
42,100358,106,L_LOCAL,10,10,10,11654,1366
42,100358,106,L_GLOBAL,10,10,10,11654,248
42,100358,106,L_NONE,10,10,10,11654,1600
42,100358,106,A_LOCAL,10,10,10,11654,1366
42,100358,106,A_GLOBAL,10,10,10,11654,248
42,100358,106,A_NONE,10,10,10,11654,1600
42,100367,107,C,10,10,10,12800,0
42,100367,107,L_LOCAL,10,10,10,12800,1089
42,100367,107,L_GLOBAL,10,10,10,12800,316
42,100367,107,L_NONE,10,10,10,12800,1600
42,100367,107,A_LOCAL,10,10,10,12800,1089
42,100367,107,A_GLOBAL,10,10,10,12800,316
42,100367,107,A_NONE,10,10,10,12800,1600
42,100368,108,C,10,10,10,12800,0
42,100368,108,L_LOCAL,10,10,10,12800,1347
42,100368,108,L_GLOBAL,10,10,10,12800,226
42,100368,108,L_NONE,10,10,10,12800,1600
42,100368,108,A_LOCAL,10,10,10,12800,1347
42,100368,108,A_GLOBAL,10,10,10,12800,226
42,100368,108,A_NONE,10,10,10,12800,1600
42,100373,109,C,10,10,10,11203,0
42,100373,109,L_LOCAL,10,10,10,11203,1451
42,100373,109,L_GLOBAL,10,10,10,11203,219
42,100373,109,L_NONE,10,10,10,11203,1600
42,100373,109,A_LOCAL,10,10,10,11203,1451
42,100373,109,A_GLOBAL,10,10,10,11203,219
42,100373,109,A_NONE,10,10,10,11203,1600
42,100375,110,C,9,9,9,12800,0
42,100375,110,L_LOCAL,9,9,9,12800,1307
42,100375,110,L_GLOBAL,9,9,9,12800,280
42,100375,110,L_NONE,9,9,9,12800,1600
42,100375,110,A_LOCAL,9,9,9,12800,1307
42,100375,110,A_GLOBAL,9,9,9,12800,280
42,100375,110,A_NONE,9,9,9,12800,1600
42,100376,111,C,9,9,10,12800,0
42,100376,111,L_LOCAL,9,10,10,12800,1348
42,100376,111,L_GLOBAL,9,9,10,12800,258
42,100376,111,L_NONE,9,10,10,12800,1600
42,100376,111,A_LOCAL,9,10,10,12800,1348
42,100376,111,A_GLOBAL,9,9,10,12800,258
42,100376,111,A_NONE,9,10,10,12800,1600
42,100377,112,C,10,10,10,12800,0
42,100377,112,L_LOCAL,10,10,10,12800,1244
42,100377,112,L_GLOBAL,10,10,10,12800,213
42,100377,112,L_NONE,10,10,10,12800,1600
42,100377,112,A_LOCAL,10,10,10,12800,1244
42,100377,112,A_GLOBAL,10,10,10,12800,213
42,100377,112,A_NONE,10,10,10,12800,1600
42,100379,113,C,10,10,10,12537,0
42,100379,113,L_LOCAL,10,10,10,12537,1358
42,100379,113,L_GLOBAL,10,10,10,12537,200
42,100379,113,L_NONE,10,10,10,12537,1600
42,100379,113,A_LOCAL,10,10,10,12537,1358
42,100379,113,A_GLOBAL,10,10,10,12537,200
42,100379,113,A_NONE,10,10,10,12537,1600
42,100381,114,C,10,10,10,12800,0
42,100381,114,L_LOCAL,10,10,10,12800,1600
42,100381,114,L_GLOBAL,10,10,10,12800,284
42,100381,114,L_NONE,10,10,10,12800,1600
42,100381,114,A_LOCAL,10,10,10,12800,1600
42,100381,114,A_GLOBAL,10,10,10,12800,284
42,100381,114,A_NONE,10,10,10,12800,1600
42,100382,115,C,10,10,10,10310,0
42,100382,115,L_LOCAL,10,10,10,10310,1515
42,100382,115,L_GLOBAL,10,10,10,10310,306
42,100382,115,L_NONE,10,10,10,10310,1600
42,100382,115,A_LOCAL,10,10,10,10310,1515
42,100382,115,A_GLOBAL,10,10,10,10310,306
42,100382,115,A_NONE,10,10,10,10310,1600
42,100384,116,C,10,10,10,12374,0
42,100384,116,L_LOCAL,10,10,10,12374,1491
42,100384,116,L_GLOBAL,10,10,10,12374,166
42,100384,116,L_NONE,10,10,10,12374,1600
42,100384,116,A_LOCAL,10,10,10,12374,1491
42,100384,116,A_GLOBAL,10,10,10,12374,166
42,100384,116,A_NONE,10,10,10,12374,1600
42,100385,117,C,10,10,10,11978,0
42,100385,117,L_LOCAL,10,10,10,11978,1208
42,100385,117,L_GLOBAL,10,10,10,11978,187
42,100385,117,L_NONE,10,10,10,11978,1600
42,100385,117,A_LOCAL,10,10,10,11978,1208
42,100385,117,A_GLOBAL,10,10,10,11978,187
42,100385,117,A_NONE,10,10,10,11978,1600
42,100387,118,C,10,10,10,7822,0
42,100387,118,L_LOCAL,10,10,10,7822,1186
42,100387,118,L_GLOBAL,10,10,10,7822,206
42,100387,118,L_NONE,10,10,10,7822,1600
42,100387,118,A_LOCAL,10,10,10,7822,1186
42,100387,118,A_GLOBAL,10,10,10,7822,206
42,100387,118,A_NONE,10,10,10,7822,1600
42,100395,119,C,10,10,10,8897,0
42,100395,119,L_LOCAL,10,10,10,8897,1600
42,100395,119,L_GLOBAL,10,10,10,8897,287
42,100395,119,L_NONE,10,10,10,8897,1600
42,100395,119,A_LOCAL,10,10,10,8897,1600
42,100395,119,A_GLOBAL,10,10,10,8897,287
42,100395,119,A_NONE,10,10,10,8897,1600
42,100396,120,C,8,8,10,7546,0
42,100396,120,L_LOCAL,8,10,10,7546,1600
42,100396,120,L_GLOBAL,8,8,10,7546,328
42,100396,120,L_NONE,8,10,10,7546,1600
42,100396,120,A_LOCAL,8,10,10,7546,1600
42,100396,120,A_GLOBAL,8,8,10,7546,328
42,100396,120,A_NONE,8,10,10,7546,1600
42,100405,121,C,9,9,10,12800,0
42,100405,121,L_LOCAL,9,9,10,12800,1204
42,100405,121,L_GLOBAL,9,9,10,12800,210
42,100405,121,L_NONE,9,9,10,12800,1600
42,100405,121,A_LOCAL,9,9,10,12800,1204
42,100405,121,A_GLOBAL,9,9,10,12800,210
42,100405,121,A_NONE,9,9,10,12800,1600
42,100407,122,C,10,10,10,12800,0
42,100407,122,L_LOCAL,10,10,10,12800,1337
42,100407,122,L_GLOBAL,10,10,10,12800,249
42,100407,122,L_NONE,10,10,10,12800,1600
42,100407,122,A_LOCAL,10,10,10,12800,1337
42,100407,122,A_GLOBAL,10,10,10,12800,249
42,100407,122,A_NONE,10,10,10,12800,1600
42,100411,123,C,10,10,10,8009,0
42,100411,123,L_LOCAL,10,10,10,8009,1227
42,100411,123,L_GLOBAL,10,10,10,8009,231
42,100411,123,L_NONE,10,10,10,8009,1600
42,100411,123,A_LOCAL,10,10,10,8009,1227
42,100411,123,A_GLOBAL,10,10,10,8009,231
42,100411,123,A_NONE,10,10,10,8009,1600
42,100413,124,C,10,10,10,11429,0
42,100413,124,L_LOCAL,10,10,10,11429,1494
42,100413,124,L_GLOBAL,10,10,10,11429,240
42,100413,124,L_NONE,10,10,10,11429,1600
42,100413,124,A_LOCAL,10,10,10,11429,1494
42,100413,124,A_GLOBAL,10,10,10,11429,240
42,100413,124,A_NONE,10,10,10,11429,1600
42,100421,125,C,10,10,10,12008,0
42,100421,125,L_LOCAL,10,10,10,12008,1475
42,100421,125,L_GLOBAL,10,10,10,12008,239
42,100421,125,L_NONE,10,10,10,12008,1600
42,100421,125,A_LOCAL,10,10,10,12008,1475
42,100421,125,A_GLOBAL,10,10,10,12008,239
42,100421,125,A_NONE,10,10,10,12008,1600
42,100428,126,C,10,10,10,8968,0
42,100428,126,L_LOCAL,10,10,10,8968,1108
42,100428,126,L_GLOBAL,10,10,10,8968,304
42,100428,126,L_NONE,10,10,10,8968,1600
42,100428,126,A_LOCAL,10,10,10,8968,1108
42,100428,126,A_GLOBAL,10,10,10,8968,304
42,100428,126,A_NONE,10,10,10,8968,1600
42,100431,127,C,10,10,10,12384,0
42,100431,127,L_LOCAL,10,10,10,12384,1319
42,100431,127,L_GLOBAL,10,10,10,12384,256
42,100431,127,L_NONE,10,10,10,12384,1566
42,100431,127,A_LOCAL,10,10,10,12384,1319
42,100431,127,A_GLOBAL,10,10,10,12384,256
42,100431,127,A_NONE,10,10,10,12384,1600
42,100438,128,C,10,10,10,8454,0
42,100438,128,L_LOCAL,10,10,10,8454,1358
42,100438,128,L_GLOBAL,10,10,10,8454,235
42,100438,128,L_NONE,10,10,10,8454,1600
42,100438,128,A_LOCAL,10,10,10,8454,1358
42,100438,128,A_GLOBAL,10,10,10,8454,235
42,100438,128,A_NONE,10,10,10,8454,1600
42,100441,129,C,10,10,10,7584,0
42,100441,129,L_LOCAL,10,10,10,7584,1326
42,100441,129,L_GLOBAL,10,10,10,7584,236
42,100441,129,L_NONE,10,10,10,7584,1600
42,100441,129,A_LOCAL,10,10,10,7584,1326
42,100441,129,A_GLOBAL,10,10,10,7584,236
42,100441,129,A_NONE,10,10,10,7584,1600
42,100447,130,C,10,10,10,8226,0
42,100447,130,L_LOCAL,10,10,10,8226,1411
42,100447,130,L_GLOBAL,10,10,10,8226,248
42,100447,130,L_NONE,10,10,10,8226,1600
42,100447,130,A_LOCAL,10,10,10,8226,1411
42,100447,130,A_GLOBAL,10,10,10,8226,248
42,100447,130,A_NONE,10,10,10,8226,1600
42,100463,131,C,10,10,10,12800,0
42,100463,131,L_LOCAL,10,10,10,12800,1049
42,100463,131,L_GLOBAL,10,10,10,12800,219
42,100463,131,L_NONE,10,10,10,12800,1600
42,100463,131,A_LOCAL,10,10,10,12800,1049
42,100463,131,A_GLOBAL,10,10,10,12800,219
42,100463,131,A_NONE,10,10,10,12800,1600
42,100466,132,C,10,10,10,9674,0
42,100466,132,L_LOCAL,10,10,10,9674,1394
42,100466,132,L_GLOBAL,10,10,10,9674,237
42,100466,132,L_NONE,10,10,10,9674,1600
42,100466,132,A_LOCAL,10,10,10,9674,1394
42,100466,132,A_GLOBAL,10,10,10,9674,237
42,100466,132,A_NONE,10,10,10,9674,1600
42,100473,133,C,10,10,10,12800,0
42,100473,133,L_LOCAL,10,10,10,12800,1361
42,100473,133,L_GLOBAL,10,10,10,12800,222
42,100473,133,L_NONE,10,10,10,12800,1600
42,100473,133,A_LOCAL,10,10,10,12800,1361
42,100473,133,A_GLOBAL,10,10,10,12800,222
42,100473,133,A_NONE,10,10,10,12800,1600
42,100474,134,C,10,10,10,9640,0
42,100474,134,L_LOCAL,10,10,10,9640,1216
42,100474,134,L_GLOBAL,10,10,10,9640,241
42,100474,134,L_NONE,10,10,10,9640,1600
42,100474,134,A_LOCAL,10,10,10,9640,1216
42,100474,134,A_GLOBAL,10,10,10,9640,241
42,100474,134,A_NONE,10,10,10,9640,1600
42,100476,135,C,10,10,10,9267,0
42,100476,135,L_LOCAL,10,10,10,9267,1446
42,100476,135,L_GLOBAL,10,10,10,9267,235
42,100476,135,L_NONE,10,10,10,9267,1600
42,100476,135,A_LOCAL,10,10,10,9267,1446
42,100476,135,A_GLOBAL,10,10,10,9267,235
42,100476,135,A_NONE,10,10,10,9267,1600
42,100482,136,C,10,10,10,9733,0
42,100482,136,L_LOCAL,10,10,10,9733,1568
42,100482,136,L_GLOBAL,10,10,10,9733,186
42,100482,136,L_NONE,10,10,10,9733,1600
42,100482,136,A_LOCAL,10,10,10,9733,1568
42,100482,136,A_GLOBAL,10,10,10,9733,186
42,100482,136,A_NONE,10,10,10,9733,1600
42,100483,137,C,10,10,10,8996,0
42,100483,137,L_LOCAL,10,10,10,8996,1390
42,100483,137,L_GLOBAL,10,10,10,8996,228
42,100483,137,L_NONE,10,10,10,8996,1600
42,100483,137,A_LOCAL,10,10,10,8996,1390
42,100483,137,A_GLOBAL,10,10,10,8996,228
42,100483,137,A_NONE,10,10,10,8996,1600
42,100486,138,C,10,10,10,11239,0
42,100486,138,L_LOCAL,10,10,10,11239,1375
42,100486,138,L_GLOBAL,10,10,10,11239,167
42,100486,138,L_NONE,10,10,10,11239,1600
42,100486,138,A_LOCAL,10,10,10,11239,1375
42,100486,138,A_GLOBAL,10,10,10,11239,167
42,100486,138,A_NONE,10,10,10,11239,1600
42,100495,139,C,10,10,10,12800,0
42,100495,139,L_LOCAL,10,10,10,12800,1418
42,100495,139,L_GLOBAL,10,10,10,12800,321
42,100495,139,L_NONE,10,10,10,12800,1600
42,100495,139,A_LOCAL,10,10,10,12800,1418
42,100495,139,A_GLOBAL,10,10,10,12800,321
42,100495,139,A_NONE,10,10,10,12800,1600
42,100496,140,C,10,10,10,12800,0
42,100496,140,L_LOCAL,10,10,10,12800,1102
42,100496,140,L_GLOBAL,10,10,10,12800,204
42,100496,140,L_NONE,10,10,10,12800,1600
42,100496,140,A_LOCAL,10,10,10,12800,1102
42,100496,140,A_GLOBAL,10,10,10,12800,204
42,100496,140,A_NONE,10,10,10,12800,1600
42,100500,141,C,10,10,10,12800,0
42,100500,141,L_LOCAL,10,10,10,12800,1300
42,100500,141,L_GLOBAL,10,10,10,12800,190
42,100500,141,L_NONE,10,10,10,12800,1600
42,100500,141,A_LOCAL,10,10,10,12800,1300
42,100500,141,A_GLOBAL,10,10,10,12800,190
42,100500,141,A_NONE,10,10,10,12800,1600
42,100506,142,C,10,10,10,9460,0
42,100506,142,L_LOCAL,10,10,10,9460,1504
42,100506,142,L_GLOBAL,10,10,10,9460,235
42,100506,142,L_NONE,10,10,10,9460,1600
42,100506,142,A_LOCAL,10,10,10,9460,1504
42,100506,142,A_GLOBAL,10,10,10,9460,235
42,100506,142,A_NONE,10,10,10,9460,1600
42,100507,143,C,9,9,10,10096,0
42,100507,143,L_LOCAL,9,10,10,10096,1191
42,100507,143,L_GLOBAL,9,9,10,10096,194
42,100507,143,L_NONE,9,10,10,10096,1600
42,100507,143,A_LOCAL,9,10,10,10096,1191
42,100507,143,A_GLOBAL,9,9,10,10096,194
42,100507,143,A_NONE,9,10,10,10096,1600
42,100509,144,C,10,10,10,12800,0
42,100509,144,L_LOCAL,10,10,10,12800,1431
42,100509,144,L_GLOBAL,10,10,10,12800,236
42,100509,144,L_NONE,10,10,10,12800,1600
42,100509,144,A_LOCAL,10,10,10,12800,1431
42,100509,144,A_GLOBAL,10,10,10,12800,236
42,100509,144,A_NONE,10,10,10,12800,1600
42,100514,145,C,10,10,10,12800,0
42,100514,145,L_LOCAL,10,10,10,12800,1421
42,100514,145,L_GLOBAL,10,10,10,12800,306
42,100514,145,L_NONE,10,10,10,12800,1600
42,100514,145,A_LOCAL,10,10,10,12800,1421
42,100514,145,A_GLOBAL,10,10,10,12800,306
42,100514,145,A_NONE,10,10,10,12800,1600
42,100521,146,C,9,9,10,11847,0
42,100521,146,L_LOCAL,9,9,10,11847,1312
42,100521,146,L_GLOBAL,9,9,10,11847,169
42,100521,146,L_NONE,9,9,10,11847,1600
42,100521,146,A_LOCAL,9,9,10,11847,1312
42,100521,146,A_GLOBAL,9,9,10,11847,169
42,100521,146,A_NONE,9,9,10,11847,1600
42,100523,147,C,10,10,10,11015,0
42,100523,147,L_LOCAL,10,10,10,11015,1339
42,100523,147,L_GLOBAL,10,10,10,11015,302
42,100523,147,L_NONE,10,10,10,11015,1600
42,100523,147,A_LOCAL,10,10,10,11015,1339
42,100523,147,A_GLOBAL,10,10,10,11015,302
42,100523,147,A_NONE,10,10,10,11015,1600
42,100524,148,C,9,9,9,12800,0
42,100524,148,L_LOCAL,9,9,9,12800,1408
42,100524,148,L_GLOBAL,9,9,9,12800,237
42,100524,148,L_NONE,9,9,9,12800,1600
42,100524,148,A_LOCAL,9,9,9,12800,1408
42,100524,148,A_GLOBAL,9,9,9,12800,237
42,100524,148,A_NONE,9,9,9,12800,1600
42,100525,149,C,10,10,10,12800,0
42,100525,149,L_LOCAL,10,10,10,12800,1326
42,100525,149,L_GLOBAL,10,10,10,12800,163
42,100525,149,L_NONE,10,10,10,12800,1600
42,100525,149,A_LOCAL,10,10,10,12800,1326
42,100525,149,A_GLOBAL,10,10,10,12800,163
42,100525,149,A_NONE,10,10,10,12800,1600
42,100527,150,C,10,10,10,12800,0
42,100527,150,L_LOCAL,10,10,10,12800,1429
42,100527,150,L_GLOBAL,10,10,10,12800,271
42,100527,150,L_NONE,10,10,10,12800,1600
42,100527,150,A_LOCAL,10,10,10,12800,1429
42,100527,150,A_GLOBAL,10,10,10,12800,271
42,100527,150,A_NONE,10,10,10,12800,1600
42,100532,151,C,10,10,10,7640,0
42,100532,151,L_LOCAL,10,10,10,7640,1153
42,100532,151,L_GLOBAL,10,10,10,7640,235
42,100532,151,L_NONE,10,10,10,7640,1600
42,100532,151,A_LOCAL,10,10,10,7640,1153
42,100532,151,A_GLOBAL,10,10,10,7640,235
42,100532,151,A_NONE,10,10,10,7640,1600
42,100534,152,C,10,10,10,7970,0
42,100534,152,L_LOCAL,10,10,10,7970,1600
42,100534,152,L_GLOBAL,10,10,10,7970,246
42,100534,152,L_NONE,10,10,10,7970,1600
42,100534,152,A_LOCAL,10,10,10,7970,1600
42,100534,152,A_GLOBAL,10,10,10,7970,246
42,100534,152,A_NONE,10,10,10,7970,1600
42,100537,153,C,10,10,10,8847,0
42,100537,153,L_LOCAL,10,10,10,8847,1503
42,100537,153,L_GLOBAL,10,10,10,8847,264
42,100537,153,L_NONE,10,10,10,8847,1600
42,100537,153,A_LOCAL,10,10,10,8847,1503
42,100537,153,A_GLOBAL,10,10,10,8847,264
42,100537,153,A_NONE,10,10,10,8847,1600
42,100541,154,C,10,10,10,12800,0
42,100541,154,L_LOCAL,10,10,10,12800,1235
42,100541,154,L_GLOBAL,10,10,10,12800,272
42,100541,154,L_NONE,10,10,10,12800,1600
42,100541,154,A_LOCAL,10,10,10,12800,1235
42,100541,154,A_GLOBAL,10,10,10,12800,272
42,100541,154,A_NONE,10,10,10,12800,1600
42,100545,155,C,10,10,10,8218,0
42,100545,155,L_LOCAL,10,10,10,8218,1323
42,100545,155,L_GLOBAL,10,10,10,8218,307
42,100545,155,L_NONE,10,10,10,8218,1600
42,100545,155,A_LOCAL,10,10,10,8218,1323
42,100545,155,A_GLOBAL,10,10,10,8218,307
42,100545,155,A_NONE,10,10,10,8218,1600
42,100549,156,C,10,10,10,12800,0
42,100549,156,L_LOCAL,10,10,10,12800,1160
42,100549,156,L_GLOBAL,10,10,10,12800,176
42,100549,156,L_NONE,10,10,10,12800,1600
42,100549,156,A_LOCAL,10,10,10,12800,1160
42,100549,156,A_GLOBAL,10,10,10,12800,176
